cve,descrip
"X204","Contacto traumático con serpientes y lagartos venenosos en calles y carreteras"
"X207","Contacto traumático con serpientes y lagartos venenosos en granja"
"X209","Contacto traumático con serpientes y lagartos venenosos en lugar no especificado"
"X210","Contacto traumático con arañas venenosas en vivienda"
"X218","Contacto traumático con arañas venenosas en otro lugar especificado"
"X219","Contacto traumático con arañas venenosas en lugar no especificado"
"X220","Contacto traumático con escorpión en vivienda"
"X224","Contacto traumático con escorpión en calles y carreteras"
"X229","Contacto traumático con escorpión en lugar no especificado"
"X230","Contacto traumático con avispones, avispas y abejas en vivienda"
"X231","Contacto traumático con avispones, avispas y abejas en institución residencial"
"X233","Contacto traumático con avispones, avispas y abejas en áreas de deporte y atletismo, áreas de deporte y atletismo"
"X234","Contacto traumático con avispones, avispas y abejas en calles y carreteras"
"X237","Contacto traumático con avispones, avispas y abejas en granja"
"X238","Contacto traumático con avispones, avispas y abejas en otro lugar especificado"
"X239","Contacto traumático con avispones, avispas y abejas en lugar no especificado"
"X250","Contacto traumático con otros artrópodos venenosos, vivienda"
"X254","Contacto traumático con otros artrópodos venenosos, calles y carreteras"
"X259","Contacto traumático con otros artrópodos venenosos, lugar no especificado"
"X299","Contacto traumático con animales y plantas venenosos no especificados en lugar no especificado"
"X300","Exposición al calor natural excesivo en vivienda"
"X303","Exposición al calor natural excesivo en áreas de deporte y atletismo, áreas de deporte y atletismo"
"X304","Exposición al calor natural excesivo en calles y carreteras"
"X306","Exposición al calor natural excesivo en área industrial y de la construcción"
"X307","Exposición al calor natural excesivo en granja"
"X308","Exposición al calor natural excesivo en otro lugar especificado"
"X309","Exposición al calor natural excesivo en lugar no especificado"
"X310","Exposición al frío natural excesivo en vivienda"
"X312","Exposición al frío natural excesivo en escuelas, otras instituciones y áreas administrativas  públicas"
"X314","Exposición al frío natural excesivo en calles y carreteras"
"X318","Exposición al frío natural excesivo en otro lugar especificado"
"X319","Exposición al frío natural excesivo en lugar no especificado"
"X329","Exposición a rayos solares en lugar no especificado"
"X330","Víctima de rayo en vivienda"
"X334","Víctima de rayo en calles y carreteras"
"X335","Víctima de rayo en comercio y área de servicios"
"X337","Víctima de rayo en granja"
"X338","Víctima de rayo en otro lugar especificado"
"X339","Víctima de rayo en lugar no especificado"
"X340","Víctima de movimientos cataclísmicos de la tierra causados por terremoto"
"X360","Víctima de avalancha, derrumbe y otros movimientos de tierra en vivienda"
"X364","Víctima de avalancha, derrumbe y otros movimientos de tierra en calles y carreteras"
"X366","Víctima de avalancha, derrumbe y otros movimientos de tierra en área industrial y de la construcción"
"X367","Víctima de avalancha, derrumbe y otros movimientos de tierra en granja"
"X368","Víctima de avalancha, derrumbe y otros movimientos de tierra en otro lugar  especificado"
"X370","Víctima de tormenta cataclísmica en vivienda"
"X374","Víctima de tormenta cataclísmica en calles y carreteras"
"X378","Víctima de tormenta cataclísmica en otro lugar especificado"
"X379","Víctima de tormenta cataclísmica en lugar no especificado"
"X380","Víctima de inundación en vivienda"
"X389","Víctima de inundación en lugar no especificado"
"X394","Exposición a otras fuerzas de la naturaleza, y las no especificadas en calles y carreteras"
"X409","Envenenamiento accidental por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos en lugar no especificado"
"X410","Envenenamiento accidental por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en vivienda"
"X414","Envenenamiento accidental por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en calles y carreteras"
"X415","Envenenamiento accidental por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en comercio y área de servicios"
"X418","Envenenamiento accidental por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en otro lugar especificado"
"X419","Envenenamiento accidental por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en lugar no especificado"
"X420","Envenenamiento accidental por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en vivienda"
"X421","Envenenamiento accidental por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en institución residencial"
"X425","Envenenamiento accidental por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en comercio y área de servicios"
"X427","Envenenamiento accidental por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en granja"
"X428","Envenenamiento accidental por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en otro lugar especificado"
"X429","Envenenamiento accidental por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en lugar no especificado"
"X430","Envenenamiento accidental por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo en vivienda"
"X439","Envenenamiento accidental por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo en lugar no especificado"
"X440","Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en vivienda"
"X441","Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en institución residencial"
"X444","Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en calles y carreteras"
"X445","Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en comercio y área de servicios"
"X446","Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en área industrial y de la construcción"
"X448","Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en otro lugar especificado"
"X449","Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en lugar no especificado"
"X450","Envenenamiento accidental por, y exposición al alcohol en vivienda"
"X451","Envenenamiento accidental por, y exposición al alcohol en institución residencial"
"X454","Envenenamiento accidental por, y exposición al alcohol en calles y carreteras"
"X457","Envenenamiento accidental por, y exposición al alcohol en granja"
"X458","Envenenamiento accidental por, y exposición al alcohol en otro lugar especificado"
"X459","Envenenamiento accidental por, y exposición al alcohol en lugar no especificado"
"X460","Envenenamiento accidental por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en vivienda"
"X463","Envenenamiento accidental por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en áreas de deporte y atletismo, áreas de deporte y atletismo"
"X464","Envenenamiento accidental por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en calles y carreteras"
"X468","Envenenamiento accidental por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en otro lugar especificado"
"X469","Envenenamiento accidental por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en lugar no especificado"
"X470","Envenenamiento accidental por, y exposición a otros gases y vapores en vivienda"
"X471","Envenenamiento accidental por, y exposición a otros gases y vapores en institución residencial"
"X474","Envenenamiento accidental por, y exposición a otros gases y vapores en calles y carreteras"
"X475","Envenenamiento accidental por, y exposición a otros gases y vapores en comercio y área de servicios"
"X476","Envenenamiento accidental por, y exposición a otros gases y vapores en área industrial y de la construcción"
"X477","Envenenamiento accidental por, y exposición a otros gases y vapores en granja"
"X478","Envenenamiento accidental por, y exposición a otros gases y vapores en otro lugar especificado"
"X479","Envenenamiento accidental por, y exposición a otros gases y vapores en lugar no especificado"
"X480","Envenenamiento accidental por, y exposición a plaguicidas en vivienda"
"X484","Envenenamiento accidental por, y exposición a plaguicidas en calles y carreteras"
"X487","Envenenamiento accidental por, y exposición a plaguicidas en granja"
"X488","Envenenamiento accidental por, y exposición a plaguicidas en otro lugar especificado"
"X489","Envenenamiento accidental por, y exposición a plaguicidas en lugar no especificado"
"X490","Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en vivienda"
"X494","Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en calles y carreteras"
"X495","Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en comercio y área de servicios"
"X496","Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en área industrial y de la construcción"
"X497","Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en granja"
"X498","Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en otro lugar especificado"
"X499","Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en lugar no especificado"
"X509","Exceso de esfuerzo y movimientos extenuantes y repetitivos en lugar no especificado"
"X539","Privación de alimentos en lugar no especificado"
"X589","Exposición a otros factores especificados en lugar no especificado"
"X590","Exposición a factores no especificados que causan fractura"
"X599","Exposición a factores no especificados que causan otras lesiones y las no especificadas"
"X610","Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en vivienda"
"X615","Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en comercio y área de servicios"
"X618","Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en otro lugar especificado"
"X619","Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en lugar no especificado"
"X620","Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en vivienda"
"X624","Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en calles y carreteras"
"X629","Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en lugar no especificado"
"X639","Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo en lugar no especificado"
"X640","Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en vivienda"
"X641","Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en institución residencial"
"X645","Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en comercio y área de servicios"
"X647","Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en granja"
"X648","Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en otro lugar especificado"
"X649","Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en lugar no especificado"
"X650","Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol en vivienda"
"X659","Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol en lugar no especificado"
"X660","Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en vivienda"
"X664","Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en calles y carreteras"
"X669","Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en lugar no especificado"
"X670","Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores en vivienda"
"X679","Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores en lugar no especificado"
"X680","Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas en vivienda"
"X684","Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas en calles y carreteras"
"X685","Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas en comercio y área de servicios"
"X687","Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas en granja"
"X688","Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas en otro lugar especificado"
"X689","Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas en lugar no especificado"
"X690","Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en vivienda"
"X692","Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en escuelas, otras instituciones y áreas administrativas  públicas"
"X693","Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en áreas de deporte y atletismo, áreas de deporte y atletismo"
"X694","Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en calles y carreteras"
"X695","Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en comercio y área de servicios"
"X697","Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en granja"
"X698","Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en otro lugar especificado"
"X699","Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en lugar no especificado"
"X700","Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en vivienda"
"X701","Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en institución residencial"
"X702","Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en escuelas, otras instituciones y áreas administrativas  públicas"
"X703","Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en áreas de deporte y atletismo, áreas de deporte y atletismo"
"X704","Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en calles y carreteras"
"X705","Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en comercio y área de servicios"
"X706","Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en área industrial y de la construcción"
"X707","Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en granja"
"X708","Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en otro lugar especificado"
"X709","Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en lugar no especificado"
"X710","Lesión autoinfligida intencionalmente por ahogamiento, y sumersión en vivienda"
"X714","Lesión autoinfligida intencionalmente por ahogamiento, y sumersión en calles y carreteras"
"X715","Lesión autoinfligida intencionalmente por ahogamiento, y sumersión en comercio y área de servicios"
"X717","Lesión autoinfligida intencionalmente por ahogamiento y sumersión en granja"
"X718","Lesión autoinfligida intencionalmente por ahogamiento y sumersión en otro lugar especificado"
"X719","Lesión autoinfligida intencionalmente por ahogamiento y sumersión en lugar no especificado"
"X720","Lesión autoinfligida intencionalmente por disparo de arma corta en vivienda"
"X727","Lesión autoinfligida intencionalmente por disparo de arma corta en granja"
"X728","Lesión autoinfligida intencionalmente por disparo de arma corta en otro lugar especificado"
"X729","Lesión autoinfligida intencionalmente por disparo de arma corta en lugar no especificado"
"X730","Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga en vivienda"
"X737","Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga en granja"
"X740","Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en vivienda"
"X741","Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en institución residencial"
"X742","Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en escuelas, otras instituciones y áreas administrativas  públicas"
"X743","Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en áreas de deporte y atletismo, áreas de deporte y atletismo"
"X744","Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en calles y carreteras"
"X745","Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en comercio y área de servicios"
"X746","Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en área industrial y de la construcción"
"X747","Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en granja"
"X748","Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en otro lugar especificado"
"X749","Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en lugar no especificado"
"X750","Lesión autoinfligida intencionalmente por material explosivo en vivienda"
"X760","Lesión autoinfligida intencionalmente por humo, fuego y llamas en vivienda"
"X764","Lesión autoinfligida intencionalmente por humo, fuego y llamas en calles y carreteras"
"X769","Lesión autoinfligida intencionalmente por humo, fuego y llamas en lugar no especificado"
"X780","Lesión autoinfligida intencionalmente por objeto cortante en vivienda"
"X781","Lesión autoinfligida intencionalmente por objeto cortante en institución residencial"
"X784","Lesión autoinfligida intencionalmente por objeto cortante en calles y carreteras"
"X785","Lesión autoinfligida intencionalmente por objeto cortante en comercio y área de servicios"
"X787","Lesión autoinfligida intencionalmente por objeto cortante en granja"
"X788","Lesión autoinfligida intencionalmente por objeto cortante en otro lugar especificado"
"X789","Lesión autoinfligida intencionalmente por objeto cortante en lugar no especificado"
"X790","Lesión autoinfligida intencionalmente por objeto romo o sin filo en vivienda"
"X799","Lesión autoinfligida intencionalmente por objeto romo o sin filo en lugar no especificado"
"X800","Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en vivienda"
"X801","Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en institución residencial"
"X802","Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en escuelas, otras instituciones y áreas administrativas  públicas"
"X804","Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en calles y carreteras"
"X805","Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en comercio y área de servicios"
"X808","Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en otro lugar especificado"
"X809","Lesión autoinfligida intencionalmente al saltar desde un lugar elevado en lugar no especificado"
"X810","Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento en vivienda"
"X814","Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento en calles y carreteras"
"X818","Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento en otro lugar especificado"
"X819","Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento en lugar no especificado"
"X824","Lesión autoinfligida intencionalmente por colisión de vehículo de motor en calles y carreteras"
"X828","Lesión autoinfligida intencionalmente por colisión de vehículo de motor en otro lugar especificado"
"X829","Lesión autoinfligida intencionalmente por colisión de vehículo de motor en lugar no especificado"
"X830","Lesión autoinfligida intencionalmente por otros medios especificados en vivienda"
"X831","Lesión autoinfligida intencionalmente por otros medios especificados en institución residencial"
"X834","Lesión autoinfligida intencionalmente por otros medios especificados en calles y carreteras"
"X839","Lesión autoinfligida intencionalmente por otros medios especificados en lugar no especificado"
"X840","Lesión autoinfligida intencionalmente por medios no especificados en vivienda"
"X841","Lesión autoinfligida intencionalmente por medios no especificados en institución residencial"
"X844","Lesión autoinfligida intencionalmente por medios no especificados en calles y carreteras"
"X845","Lesión autoinfligida intencionalmente por medios no especificados en comercio y área de servicios"
"X846","Lesión autoinfligida intencionalmente por medios no especificados en área industrial y de la construcción"
"X847","Lesión autoinfligida intencionalmente por medios no especificados en granja"
"X848","Lesión autoinfligida intencionalmente por medios no especificados en otro lugar especificado"
"X849","Lesión autoinfligida intencionalmente por medios no especificados en lugar no especificado"
"X850","Agresión con drogas, medicamentos y sustancias biológicas en vivienda"
"X854","Agresión con drogas, medicamentos y sustancias biológicas en calles y carreteras"
"X870","Agresión con plaguicidas en vivienda"
"X877","Agresión con plaguicidas en granja"
"X880","Agresión con gases y vapores en vivienda"
"X888","Agresión con gases y vapores en otro lugar especificado"
"X889","Agresión con gases y vapores en lugar no especificado"
"X898","Agresión con otros productos químicos y sustancias nocivas especificadas en otro lugar especificado"
"X899","Agresión con otros productos químicos y sustancias nocivas especificadas en lugar no especificado"
"X900","Agresión con productos químicos y sustancias nocivas no especificadas en vivienda"
"X904","Agresión con productos químicos y sustancias nocivas no especificadas en calles y carreteras"
"X908","Agresión con productos químicos y sustancias nocivas no especificadas en otro lugar especificado"
"X909","Agresión con productos químicos y sustancias nocivas no especificadas en lugar no especificado"
"X910","Agresión por ahorcamiento, estrangulamiento y sofocación en vivienda"
"X911","Agresión por ahorcamiento, estrangulamiento y sofocación en institución residencial"
"X912","Agresión por ahorcamiento, estrangulamiento y sofocación en escuelas, otras instituciones y áreas administrativas  públicas"
"X913","Agresión por ahorcamiento, estrangulamiento y sofocación en áreas de deporte y atletismo, áreas de deporte y atletismo"
"X914","Agresión por ahorcamiento, estrangulamiento y sofocación en calles y carreteras"
"X915","Agresión por ahorcamiento, estrangulamiento y sofocación en comercio y área de servicios"
"X916","Agresión por ahorcamiento, estrangulamiento y sofocación en área industrial y de la construcción"
"X917","Agresión por ahorcamiento, estrangulamiento y sofocación en granja"
"X918","Agresión por ahorcamiento, estrangulamiento y sofocación en otro lugar especificado"
"X919","Agresión por ahorcamiento, estrangulamiento y sofocación en lugar no especificado"
"X920","Agresión por ahogamiento y sumersión en vivienda"
"X922","Agresión por ahogamiento y sumersión en escuelas, otras instituciones y áreas administrativas  públicas"
"X924","Agresión por ahogamiento y sumersión en calles y carreteras"
"X925","Agresión por ahogamiento y sumersión en comercio y área de servicios"
"X927","Agresión por ahogamiento y sumersión en granja"
"X928","Agresión por ahogamiento y sumersión en otro lugar especificado"
"X929","Agresión por ahogamiento y sumersión en lugar no especificado"
"X930","Agresión con disparo de arma corta en vivienda"
"X934","Agresión con disparo de arma corta en calles y carreteras"
"X935","Agresión con disparo de arma corta en comercio y área de servicios"
"X936","Agresión con disparo de arma corta en área industrial y de la construcción"
"X937","Agresión con disparo de arma corta en granja"
"X938","Agresión con disparo de arma corta en otro lugar especificado"
"X939","Agresión con disparo de arma corta en lugar no especificado"
"X940","Agresión con disparo de rifle, escopeta y arma larga en vivienda"
"X944","Agresión con disparo de rifle, escopeta y arma larga en calles y carreteras"
"X945","Agresión con disparo de rifle, escopeta y arma larga en comercio y área de servicios"
"X947","Agresión con disparo de rifle, escopeta y arma larga en granja"
"X949","Agresión con disparo de rifle, escopeta y arma larga en lugar no especificado"
"X950","Agresión con disparo de otras armas de fuego, y las no especificadas en vivienda"
"X951","Agresión con disparo de otras armas de fuego, y las no especificadas en institución residencial"
"X952","Agresión con disparo de otras armas de fuego, y las no especificadas en escuelas, otras instituciones y áreas administrativas  públicas"
"X953","Agresión con disparo de otras armas de fuego, y las no especificadas en áreas de deporte y atletismo, áreas de deporte y atletismo"
"X954","Agresión con disparo de otras armas de fuego, y las no especificadas en calles y carreteras"
"X955","Agresión con disparo de otras armas de fuego, y las no especificadas en comercio y área de servicios"
"X956","Agresión con disparo de otras armas de fuego, y las no especificadas en área industrial y de la construcción"
"X957","Agresión con disparo de otras armas de fuego, y las no especificadas en granja"
"X958","Agresión con disparo de otras armas de fuego, y las no especificadas en otro lugar especificado"
"X959","Agresión con disparo de otras armas de fuego, y las no especificadas en lugar no especificado"
"X964","Agresión con material explosivo en calles y carreteras"
"X966","Agresión con material explosivo en área industrial y de la construcción"
"X968","Agresión con material explosivo en otro lugar especificado"
"X969","Agresión con material explosivo en lugar no especificado"
"X970","Agresión con humo, fuego y llamas en vivienda"
"X971","Agresión con humo, fuego y llamas en institución residencial"
"X974","Agresión con humo, fuego y llamas en calles y carreteras"
"X975","Agresión con humo, fuego y llamas en comercio y área de servicios"
"X977","Agresión con humo, fuego y llamas en granja"
"X978","Agresión con humo, fuego y llamas en otro lugar especificado"
"X979","Agresión con humo, fuego y llamas en lugar no especificado"
"X984","Agresión con vapor de agua, vapores y objetos calientes en calles y carreteras"
"X990","Agresión con objeto cortante en vivienda"
"X991","Agresión con objeto cortante en institución residencial"
"X992","Agresión con objeto cortante en escuelas, otras instituciones y áreas administrativas  públicas"
"X993","Agresión con objeto cortante en áreas de deporte y atletismo, áreas de deporte y atletismo"
"X994","Agresión con objeto cortante en calles y carreteras"
"X995","Agresión con objeto cortante en comercio y área de servicios"
"X996","Agresión con objeto cortante en área industrial y de la construcción"
"X997","Agresión con objeto cortante en granja"
"X998","Agresión con objeto cortante en otro lugar especificado"
"X999","Agresión con objeto cortante en lugar no especificado"
"Y000","Agresión con objeto romo o sin filo en vivienda"
"Y001","Agresión con objeto romo o sin filo en institución residencial"
"Y004","Agresión con objeto romo o sin filo en calles y carreteras"
"Y005","Agresión con objeto romo o sin filo en comercio y área de servicios"
"Y007","Agresión con objeto romo o sin filo en granja"
"Y008","Agresión con objeto romo o sin filo en otro lugar especificado"
"Y009","Agresión con objeto romo o sin filo en lugar no especificado"
"Y010","Agresión por empujón desde un lugar elevado en vivienda"
"Y014","Agresión por empujón desde un lugar elevado en calles y carreteras"
"Y018","Agresión por empujón desde un lugar elevado en otro lugar especificado"
"Y019","Agresión por empujón desde un lugar elevado en lugar no especificado"
"Y024","Agresión por empujar o colocar a la víctima delante de objeto en movimiento en calles y carreteras"
"Y034","Agresión por colisión de vehículo de motor en calles y carreteras"
"Y040","Agresión con fuerza corporal en vivienda"
"Y041","Agresión con fuerza corporal en institución residencial"
"Y043","Agresión con fuerza corporal en áreas de deporte y atletismo, áreas de deporte y atletismo"
"Y044","Agresión con fuerza corporal en calles y carreteras"
"Y045","Agresión con fuerza corporal en comercio y área de servicios"
"Y046","Agresión con fuerza corporal en área industrial y de la construcción"
"Y048","Agresión con fuerza corporal en otro lugar especificado"
"Y049","Agresión con fuerza corporal en lugar no especificado"
"Y050","Agresión sexual con fuerza corporal en vivienda"
"Y059","Agresión sexual con fuerza corporal en lugar no especificado"
"Y061","Negligencia y abandono por padre o madre"
"Y068","Negligencia y abandono por otra persona especificada"
"Y069","Negligencia y abandono por persona no especificada"
"Y078","Otros maltratos por otra persona especificada"
"Y079","Otros maltratos por persona no especificada"
"Y080","Agresión por otros medios especificados en vivienda"
"Y084","Agresión por otros medios especificados en calles y carreteras"
"Y085","Agresión por otros medios especificados en comercio y área de servicios"
"Y086","Agresión por otros medios especificados en área industrial y de la construcción"
"Y087","Agresión por otros medios especificados en granja"
"Y088","Agresión por otros medios especificados en otro lugar especificado"
"Y089","Agresión por otros medios especificados en lugar no especificado"
"Y090","Agresión por medios no especificados en vivienda"
"Y091","Agresión por medios no especificados en institución residencial"
"Y092","Agresión por medios no especificados en escuelas, otras instituciones y áreas administrativas públicas"
"Y093","Agresión por medios no especificados en áreas de deporte y atletismo, áreas de deporte y atletismo"
"Y094","Agresión por medios no especificados en calles y carreteras"
"Y095","Agresión por medios no especificados en comercio y área de servicios"
"Y096","Agresión por medios no especificados en área industrial y de la construcción"
"Y097","Agresión por medios no especificados en granja"
"Y098","Agresión por medios no especificados en otro lugar especificado"
"Y099","Agresión por medios no especificados en lugar no especificado"
"Y110","Envenenamiento por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, de intención no determinada en vivienda"
"Y114","Envenenamiento por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, de intención no determinada en calles y carreteras"
"Y118","Envenenamiento por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, de intención no determinada en otro lugar especificado"
"Y119","Envenenamiento por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte, de intención no determinada en lugar no especificado"
"Y128","Envenenamiento por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte, de intención no determinada en otro lugar especificado"
