source airport,source airport name,source city,source country,source lat,source lon,destination airport,destination airport name,destination city,destination country,destination lat,destination lon,equipment
DOH,DOHA INTERNATIONAL,DOHA,QATAR,25.261,51.565,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H
DOH,DOHA INTERNATIONAL,DOHA,QATAR,25.261,51.565,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73H
DXB,DUBAI INTERNATIONAL,DUBAI,UNITED ARAB EMIRATES,25.255,55.364,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H
DXB,DUBAI INTERNATIONAL,DUBAI,UNITED ARAB EMIRATES,25.255,55.364,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73H
DXB,DUBAI INTERNATIONAL,DUBAI,UNITED ARAB EMIRATES,25.255,55.364,IXE,MANGALORE,MANGALORE,INDIA,12.96,74.893,73H
EWR,NEWARK LIBERTY INTERNATIONAL,NEWARK,USA,40.692,-74.169,BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50.902,4.499,333
GOI,GOA,GOA,INDIA,15.381,73.833,BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,AT7
GOI,GOA,GOA,INDIA,15.381,73.833,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H
GOI,GOA,GOA,INDIA,15.381,73.833,MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,738
HKG,HONG KONG INTERNATIONAL,HONG KONG,HONG KONG,22.309,113.914,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,77W
HKG,HONG KONG INTERNATIONAL,HONG KONG,HONG KONG,22.309,113.914,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,332 77W
HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,73H
HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,AT7
HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,738 73H
HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,738 73W
HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,KUL,KUALA LUMPUR INTERNATIONAL,KUALA LUMPUR,MALAYSIA,2.746,101.71,738
HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,738 AT7
HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,PNQ,PUNE,PUNE,INDIA,18.582,73.919,AT7
HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,RJA,RAJAHMUNDRY,RAJAHMUNDRY,INDIA,17.109,81.818,AT7
IDR,DEVI AHILYABAI HOLKAR,INDORE,INDIA,22.722,75.801,BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,738
IDR,DEVI AHILYABAI HOLKAR,INDORE,INDIA,22.722,75.801,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H 73G
IDR,DEVI AHILYABAI HOLKAR,INDORE,INDIA,22.722,75.801,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73H
IDR,DEVI AHILYABAI HOLKAR,INDORE,INDIA,22.722,75.801,PNQ,PUNE,PUNE,INDIA,18.582,73.919,AT7
IXA,AGARTALA,AGARTALA,INDIA,23.889,91.241,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,AT7
IXB,BAGDOGRA,BAGHDOGRA,INDIA,26.681,88.328,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,738
IXB,BAGDOGRA,BAGHDOGRA,INDIA,26.681,88.328,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73W
IXC,CHANDIGARH,CHANDIGARH,INDIA,30.673,76.788,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,738
IXC,CHANDIGARH,CHANDIGARH,INDIA,30.673,76.788,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,738 AT7
IXE,MANGALORE,MANGALORE,INDIA,12.96,74.893,BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,738
IXE,MANGALORE,MANGALORE,INDIA,12.96,74.893,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H
IXE,MANGALORE,MANGALORE,INDIA,12.96,74.893,DXB,DUBAI INTERNATIONAL,DUBAI,UNITED ARAB EMIRATES,25.255,55.364,73H
IXJ,JAMMU,JAMMU,INDIA,32.69,74.838,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73H 738
IXL,LEH,LEH,INDIA,34.136,77.546,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73W
IXM,MADURAI,MADURAI,INDIA,9.834,78.093,MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,AT7
IXR,BIRSA MUNDA,RANCHI,INDIA,23.315,85.321,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,AT7
IXR,BIRSA MUNDA,RANCHI,INDIA,23.315,85.321,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73H
IXS,SILCHAR,SILCHAR,INDIA,24.913,92.979,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,AT7
IXU,AURANGABAD,AURANGABAD,INDIA,19.863,75.398,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,738
IXZ,PORT BLAIR,PORT BLAIR,INDIA,11.646,92.733,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,738
IXZ,PORT BLAIR,PORT BLAIR,INDIA,11.646,92.733,MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,73H
JAI,JAIPUR,JAIPUR,INDIA,26.824,75.81,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73G 73W
JAI,JAIPUR,JAIPUR,INDIA,26.824,75.81,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73H
JED,KING ABDULAZIZ INTERNATIONAL,JEDDAH,SAUDI ARABIA,21.679,39.156,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,739
JNB,JOHANNESBURG INTERNATIONAL,JOHANNESBURG,SOUTH AFRICA,-26.139,28.246,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,332
KTM,TRIBHUVAN INTERNATIONAL,KATHMANDU,NEPAL,27.696,85.359,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H 739
KTM,TRIBHUVAN INTERNATIONAL,KATHMANDU,NEPAL,27.696,85.359,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73H
KUL,KUALA LUMPUR INTERNATIONAL,KUALA LUMPUR,MALAYSIA,2.746,101.71,BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,738
KUL,KUALA LUMPUR INTERNATIONAL,KUALA LUMPUR,MALAYSIA,2.746,101.71,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,772
KUL,KUALA LUMPUR INTERNATIONAL,KUALA LUMPUR,MALAYSIA,2.746,101.71,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,333 738
KUL,KUALA LUMPUR INTERNATIONAL,KUALA LUMPUR,MALAYSIA,2.746,101.71,HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,738
KUL,KUALA LUMPUR INTERNATIONAL,KUALA LUMPUR,MALAYSIA,2.746,101.71,MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,738
KWI,KUWAIT INTERNATIONAL,KUWAIT,KUWAIT,29.227,47.98,AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,73H
KWI,KUWAIT INTERNATIONAL,KUWAIT,KUWAIT,29.227,47.98,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H
LHR,HEATHROW,LONDON,ENGALND,51.477,-0.461,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,77W
LHR,HEATHROW,LONDON,ENGALND,51.477,-0.461,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,77W
LKO,LUCKNOW,LUCKNOW,INDIA,26.761,80.886,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H
LKO,LUCKNOW,LUCKNOW,INDIA,26.761,80.886,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,AT7 73W 739 738
MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,73H
MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,AT7 739 738 73H
MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,738 73H
MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,CJB,COIMBATORE,COIMBATORE,INDIA,11.031,77.044,AT7
MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,738
MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,GOI,GOA,GOA,INDIA,15.381,73.833,738
MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,738
MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,IXM,MADURAI,MADURAI,INDIA,9.834,78.093,AT7
MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,IXZ,PORT BLAIR,PORT BLAIR,INDIA,11.646,92.733,73H
MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,KUL,KUALA LUMPUR INTERNATIONAL,KUALA LUMPUR,MALAYSIA,2.746,101.71,738
MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,73H
MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,TRZ,TIRUCHIRAPPALLI,TIRUCHCHIRAPPALLI,INDIA,10.765,78.709,AT7
MCT,SEEB INTERNATIONAL,MUSCAT,OMAN,23.593,58.284,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H
MCT,SEEB INTERNATIONAL,MUSCAT,OMAN,23.593,58.284,TRV,THIRUVANANTHAPURAM INTERNATIONAL,TRIVANDRUM,INDIA,8.482,76.918,73H
NAG,NAGPUR,NAGPUR,INDIA,21.092,79.047,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73G
NRT,NEW TOKYO INTERNATIONAL,TOKYO,JAPAN,35.765,140.386,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,737
PAT,PATNA,PATINA,INDIA,25.591,85.088,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,AT7
PAT,PATNA,PATINA,INDIA,25.591,85.088,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73H
PBD,PORBANDAR,PORBANDAR,INDIA,21.649,69.656,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,AT7
PNQ,PUNE,PUNE,INDIA,18.582,73.919,BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,738
PNQ,PUNE,PUNE,INDIA,18.582,73.919,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,738
PNQ,PUNE,PUNE,INDIA,18.582,73.919,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,738 73H 73W
PNQ,PUNE,PUNE,INDIA,18.582,73.919,HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,AT7
PNQ,PUNE,PUNE,INDIA,18.582,73.919,IDR,DEVI AHILYABAI HOLKAR,INDORE,INDIA,22.722,75.801,AT7
RAJ,RAJKOT,RAJKOT,INDIA,22.309,70.779,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73G
RJA,RAJAHMUNDRY,RAJAHMUNDRY,INDIA,17.109,81.818,HYD,HYDERABAD,HYDERABAD,INDIA,17.452,78.461,AT7
RPR,RAIPUR,RAIPUR,INDIA,21.18,81.739,BHO,BHOPAL,BHOPAL,INDIA,23.285,77.337,738
RPR,RAIPUR,RAIPUR,INDIA,21.18,81.739,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,738
RPR,RAIPUR,RAIPUR,INDIA,21.18,81.739,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73W
RUH,KING KHALED INTERNATIONAL,RIYADH,SAUDI ARABIA,24.957,46.699,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,739 73H
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,73H
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,73H
SXR,SRINAGAR,SRINAGAR,INDIA,33.987,74.774,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,738 73H
TRV,THIRUVANANTHAPURAM INTERNATIONAL,TRIVANDRUM,INDIA,8.482,76.918,AUH,ABU DHABI INTERNATIONAL,ABU DHABI,UNITED ARAB EMIRATES,24.433,54.651,320
TRV,THIRUVANANTHAPURAM INTERNATIONAL,TRIVANDRUM,INDIA,8.482,76.918,BLR,BANGALORE,BANGALORE,INDIA,12.95,77.668,73H
TRV,THIRUVANANTHAPURAM INTERNATIONAL,TRIVANDRUM,INDIA,8.482,76.918,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H
TRV,THIRUVANANTHAPURAM INTERNATIONAL,TRIVANDRUM,INDIA,8.482,76.918,DMM,KING FAHD INTERNATIONAL,DAMMAM,SAUDI ARABIA,26.471,49.798,73H
TRV,THIRUVANANTHAPURAM INTERNATIONAL,TRIVANDRUM,INDIA,8.482,76.918,MCT,SEEB INTERNATIONAL,MUSCAT,OMAN,23.593,58.284,73H
TRZ,TIRUCHIRAPPALLI,TIRUCHCHIRAPPALLI,INDIA,10.765,78.709,MAA,CHENNAI INTERNATIONAL,MADRAS,INDIA,12.994,80.18,AT7
UDR,UDAIPUR,UDAIPUR,INDIA,24.617,73.913,BOM,CHHATRAPATI SHIVAJI INTERNATIONAL,BOMBAY,INDIA,19.089,72.868,73H 73G
UDR,UDAIPUR,UDAIPUR,INDIA,24.617,73.913,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,AT7
VNS,VARANASI,VARANASI,INDIA,25.452,82.859,CCU,NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CALCUTTA,INDIA,22.655,88.447,AT7
VNS,VARANASI,VARANASI,INDIA,25.452,82.859,DEL,INDIRA GANDHI INTERNATIONAL,DELHI,INDIA,28.566,77.103,738
YYZ,LESTER B PEARSON INTERNATIONAL,TORONTO,CANADA,43.677,-79.631,BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50.902,4.499,332 333
CFU,IOANNIS KAPODISTRIAS INTERNATIONAL,KERKYRA/CORFU,GREECE,39.602,19.912,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,143
JKH,CHIOS,CHIOS,GREECE,38.343,26.141,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,143
KLX,KALAMATA,KALAMATA,GREECE,37.068,22.026,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,143
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,CFU,IOANNIS KAPODISTRIAS INTERNATIONAL,KERKYRA/CORFU,GREECE,39.602,19.912,143
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,JKH,CHIOS,CHIOS,GREECE,38.343,26.141,143
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,KLX,KALAMATA,KALAMATA,GREECE,37.068,22.026,143
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,SMI,SAMOS,SAMOS,GREECE,37.69,26.912,143
SMI,SAMOS,SAMOS,GREECE,37.69,26.912,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,143
AOK,KARPATHOS,KARPATHOS,GREECE,35.421,27.146,KSJ,KASOS,KASOS,GREECE,35.421,26.91,DH8
AOK,KARPATHOS,KARPATHOS,GREECE,35.421,27.146,RHO,DIAGORAS,RHODOS,GREECE,36.405,28.086,DH8
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,KLX,KALAMATA,KALAMATA,GREECE,37.068,22.026,319
ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,736
BOD,MERIGNAC,BORDEAUX,FRANCE,44.828,-0.716,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,320
BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50.902,4.499,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,320
CDG,CHARLES DE GAULLE,PARIS,FRANCE,49.013,2.55,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,320
CDG,CHARLES DE GAULLE,PARIS,FRANCE,49.013,2.55,RHO,DIAGORAS,RHODOS,GREECE,36.405,28.086,320
CDG,CHARLES DE GAULLE,PARIS,FRANCE,49.013,2.55,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,320
CHQ,SOUDA,CHANIA,GREECE,35.532,24.149,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,320
CPH,KASTRUP,COPENHAGEN,DENMARK,55.618,12.656,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,320
DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.289,6.767,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,320
DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.289,6.767,KLX,KALAMATA,KALAMATA,GREECE,37.068,22.026,319
DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.289,6.767,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,321
FRA,FRANKFURT MAIN,FRANKFURT,GERMANY,50.026,8.543,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,320
FRA,FRANKFURT MAIN,FRANKFURT,GERMANY,50.026,8.543,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,321
GVA,GENEVA COINTRIN,GENEVA,SWITZERLAND,46.238,6.109,OPO,PORTO,PORTO,ACORES,41.248,-8.681,320 319
HAJ,HANNOVER,HANNOVER,GERMANY,52.461,9.685,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,320
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,BOD,MERIGNAC,BORDEAUX,FRANCE,44.828,-0.716,320
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,BRU,BRUSSELS NATL,BRUSSELS,BELGIUM,50.902,4.499,320
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,CDG,CHARLES DE GAULLE,PARIS,FRANCE,49.013,2.55,320
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.289,6.767,320
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,FRA,FRANKFURT MAIN,FRANKFURT,GERMANY,50.026,8.543,320
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,LED,PULKOVO,ST. PETERSBURG,RUSSIA,59.8,30.265,320
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,MRS,PROVENCE,MARSEILLE,FRANCE,43.436,5.214,320
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,MUC,MUNICH,MUNICH,GERMANY,48.354,11.786,320
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,RHO,DIAGORAS,RHODOS,GREECE,36.405,28.086,320
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,320
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,TLV,BEN GURION,TEL-AVIV,ISRAEL,32.009,34.877,320
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,TXL,TEGEL,BERLIN,GERMANY,52.559,13.287,320
HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,VIE,SCHWECHAT,VIENNA,AUSTRIA,48.11,16.57,320
JSH,SITIA,SITIA,GREECE,35.214,26.098,KSJ,KASOS,KASOS,GREECE,35.421,26.91,DH8
KGS,KOS,KOS,GREECE,36.793,27.092,RHO,DIAGORAS,RHODOS,GREECE,36.405,28.086,DH8
KLX,KALAMATA,KALAMATA,GREECE,37.068,22.026,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,319
KLX,KALAMATA,KALAMATA,GREECE,37.068,22.026,DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.289,6.767,319
KLX,KALAMATA,KALAMATA,GREECE,37.068,22.026,MUC,MUNICH,MUNICH,GERMANY,48.354,11.786,319
KSJ,KASOS,KASOS,GREECE,35.421,26.91,AOK,KARPATHOS,KARPATHOS,GREECE,35.421,27.146,DH8
KSJ,KASOS,KASOS,GREECE,35.421,26.91,JSH,SITIA,SITIA,GREECE,35.214,26.098,DH8
LCA,LARNACA,LARNACA,CYPRUS,34.875,33.625,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,320
LED,PULKOVO,ST. PETERSBURG,RUSSIA,59.8,30.265,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,320
LED,PULKOVO,ST. PETERSBURG,RUSSIA,59.8,30.265,RHO,DIAGORAS,RHODOS,GREECE,36.405,28.086,320
LED,PULKOVO,ST. PETERSBURG,RUSSIA,59.8,30.265,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,320
MJT,MITILINI,MYTILINI,GREECE,39.057,26.598,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,320
MRS,PROVENCE,MARSEILLE,FRANCE,43.436,5.214,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,320
MUC,MUNICH,MUNICH,GERMANY,48.354,11.786,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,320
MUC,MUNICH,MUNICH,GERMANY,48.354,11.786,KLX,KALAMATA,KALAMATA,GREECE,37.068,22.026,319
MUC,MUNICH,MUNICH,GERMANY,48.354,11.786,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,320
NUE,NURNBERG,NUERNBERG,GERMANY,49.499,11.078,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,320
RHO,DIAGORAS,RHODOS,GREECE,36.405,28.086,AOK,KARPATHOS,KARPATHOS,GREECE,35.421,27.146,DH8
RHO,DIAGORAS,RHODOS,GREECE,36.405,28.086,CDG,CHARLES DE GAULLE,PARIS,FRANCE,49.013,2.55,320
RHO,DIAGORAS,RHODOS,GREECE,36.405,28.086,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,320
RHO,DIAGORAS,RHODOS,GREECE,36.405,28.086,KGS,KOS,KOS,GREECE,36.793,27.092,DH8
RHO,DIAGORAS,RHODOS,GREECE,36.405,28.086,LED,PULKOVO,ST. PETERSBURG,RUSSIA,59.8,30.265,320
RHO,DIAGORAS,RHODOS,GREECE,36.405,28.086,SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,320
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919,736
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,CDG,CHARLES DE GAULLE,PARIS,FRANCE,49.013,2.55,320
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,CHQ,SOUDA,CHANIA,GREECE,35.532,24.149,320
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,CPH,KASTRUP,COPENHAGEN,DENMARK,55.618,12.656,320
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.289,6.767,321
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,FRA,FRANKFURT MAIN,FRANKFURT,GERMANY,50.026,8.543,321
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,HAJ,HANNOVER,HANNOVER,GERMANY,52.461,9.685,320
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35.339,25.18,320
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,LCA,LARNACA,LARNACA,CYPRUS,34.875,33.625,320
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,LED,PULKOVO,ST. PETERSBURG,RUSSIA,59.8,30.265,320
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,MJT,MITILINI,MYTILINI,GREECE,39.057,26.598,320
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,MUC,MUNICH,MUNICH,GERMANY,48.354,11.786,320
SKG,MAKEDONIA,THESSALONIKI,GREECE,40.52,22.971,NUE,NURNBERG,NUERNBERG,GERMANY,49.499,11.078,320
